"sgRNA"	"Gene"	"exp_mock_1"	"exp_mock_2"	"exp_rcVSV_1"	"exp_rcVSV_2"	"exp_hku5_1"	"exp_hku5_2"	"exp_sars2_1"	"exp_sars2_2"	"exp_mers_1"	"exp_mers_2"	"exp_t1015n_1"	"exp_t1015n_2"	"exp_emcv_1"	"exp_emcv_2"	"exp_iav_1"
"AK1_8"	"AK1"	1514	1635	1014	1232	877	1234	1181	1280	4140	2542	1574	1382	1784	1134	1031
"AK1_9"	"AK1"	1072	1353	1975	988	873	964	1059	1179	3583	1206	1329	2359	735	817	451
"AK3_10"	"AK3"	1895	1896	4147	3578	2133	2132	2772	2131	2786	2726	1592	1577	480	937	1767
"AK3_2"	"AK3"	841	897	628	639	848	528	502	531	998	687	474	411	1194	1621	895
"AK3_5"	"AK3"	807	753	363	388	707	251	268	248	931	157	50	307	274	1285	699
"AK3_7"	"AK3"	945	1177	2361	1585	1350	1185	1835	1661	604	823	338	776	29	481	433
"AK3_8"	"AK3"	1677	2281	2923	2610	1759	1585	2220	2340	3553	1561	1385	3707	2561	1805	830
"AK3_9"	"AK3"	1565	2092	2908	2487	1727	1811	1854	1892	4181	2637	2130	3788	2192	3297	2621
"AKAP8_1"	"AKAP8"	1479	1454	4911	2831	2245	2018	3525	3510	1145	694	791	588	326	677	725
"AKAP8_2"	"AKAP8"	1281	1293	4869	3344	1712	2043	3338	3932	967	763	551	1697	2572	1787	2838
"AKAP8_3"	"AKAP8"	1068	1025	1782	1016	876	790	1276	1165	906	263	570	765	2031	302	212
"AKAP8_4"	"AKAP8"	2596	3056	7616	5183	3128	3409	5123	5047	5705	3172	3399	4557	660	1059	2795
"AKAP8_7"	"AKAP8"	1372	1691	2394	1722	1164	998	1693	1921	2989	759	732	301	1461	1154	354
"AKAP8_8"	"AKAP8"	1027	1112	2179	1293	872	1184	1247	1407	1655	1202	1196	1595	737	505	406
"AKAP8L_10"	"AKAP8L"	2218	2390	2445	1452	1105	1162	1809	2001	4636	3512	4160	5771	7169	5238	2299
"AKAP8L_11"	"AKAP8L"	881	950	1280	895	569	602	728	766	1435	603	606	823	1004	962	949
"AKAP8L_2"	"AKAP8L"	1819	1810	4022	2578	2275	2545	2706	2813	3379	1898	1285	2671	4403	1027	849
"AKAP8L_4"	"AKAP8L"	1007	1516	611	417	356	322	486	363	3278	1479	3118	3159	1897	569	379
"AKAP8L_5"	"AKAP8L"	757	753	1191	763	377	586	619	758	567	210	118	431	439	473	289
"AKAP8L_7"	"AKAP8L"	1677	1557	1317	1176	916	941	868	731	4880	2202	1717	2033	1695	2864	1535
"AKR1A1_1"	"AKR1A1"	2167	2428	4987	3458	1902	2568	2765	2842	4565	2412	2201	3265	789	1924	1709
"AKR1A1_4"	"AKR1A1"	833	1116	1544	1267	904	952	950	1083	4283	1916	1231	2459	2535	720	575
"AKR1A1_6"	"AKR1A1"	459	409	430	87	223	130	210	111	451	565	74	34	230	469	826
"AKR1A1_7"	"AKR1A1"	1404	1578	2579	1661	903	1230	1602	1349	2966	1552	1187	1177	218	568	1083
"AKR1A1_8"	"AKR1A1"	1263	1268	1562	1264	844	892	1100	1090	961	844	889	1659	796	797	1253
"AKR1A1_9"	"AKR1A1"	3133	3138	2761	2083	1411	1511	1660	1508	4358	3232	2637	2722	3648	4613	2427
"AKR1B1_10"	"AKR1B1"	2032	2265	2391	1380	911	912	1405	1382	2703	1526	1969	2554	7008	4090	1175
"AKR1B1_11"	"AKR1B1"	2285	2840	6217	3700	2442	2819	3748	3656	5704	2409	3301	5889	3797	2535	2730
"AKR1B1_2"	"AKR1B1"	2163	2978	826	695	510	550	580	623	20383	9175	17912	18367	1089	510	268
"AKR1B1_3"	"AKR1B1"	1239	1290	1555	950	832	1107	1487	1493	1435	417	1509	666	146	419	142
"AKR1B1_6"	"AKR1B1"	1353	1216	4735	2799	1628	2149	2109	2395	1619	994	981	1733	14	433	828
"AKR1B1_7"	"AKR1B1"	1479	1331	1264	1007	595	733	554	799	2194	1336	626	1180	92	849	1139
"AKR7A2_13"	"AKR7A2"	1076	834	1260	563	565	446	832	607	979	638	216	277	4106	1233	1503
"AKR7A2_14"	"AKR7A2"	1636	1750	1674	749	821	776	917	859	2910	986	595	2759	2391	1771	454
"AKR7A2_2"	"AKR7A2"	2503	2384	3702	2371	1382	1895	2190	2387	2088	1112	1057	1633	1125	2761	1785
"AKR7A2_5"	"AKR7A2"	688	1121	831	579	458	510	430	642	1423	509	466	1356	5	563	503
"AKR7A2_6"	"AKR7A2"	567	628	334	525	332	305	446	434	1347	486	310	400	287	485	291
"AKR7A2_7"	"AKR7A2"	674	700	836	341	367	366	276	331	685	345	255	390	25	407	506
"ALAS1_10"	"ALAS1"	1314	1475	1361	863	660	722	899	902	1581	1233	1413	1333	3799	4057	2290
"ALAS1_2"	"ALAS1"	2051	2032	2469	1186	1239	1125	1237	1351	3911	1589	2441	2688	1772	698	1098
"ALAS1_3"	"ALAS1"	1579	1836	4910	3160	2121	2201	3527	3202	5116	2632	2829	4537	1341	928	2144
"ALAS1_4"	"ALAS1"	1083	972	406	301	378	503	460	718	651	354	262	1126	747	1344	246
"ALAS1_8"	"ALAS1"	1448	1466	1119	615	705	539	700	562	1046	942	288	489	593	1225	938
"ALAS1_9"	"ALAS1"	2787	2506	3560	2321	2169	2179	2245	2163	2449	824	1789	1529	2326	996	1243
"ALB_10"	"ALB"	450	429	146	169	115	225	154	119	226	327	246	255	163	695	0
"ALB_12"	"ALB"	1221	1414	1020	550	560	479	370	513	1348	504	556	633	100	656	142
"ALB_15"	"ALB"	1373	1570	2627	1454	1112	1281	1244	1466	2472	758	716	1110	622	901	584
"ALB_2"	"ALB"	2013	2107	4431	2619	1736	1823	2471	2517	3200	1256	2062	4546	746	1439	988
"ALB_3"	"ALB"	1149	1127	599	369	405	435	693	549	2228	945	709	831	705	942	586
"ALB_4"	"ALB"	911	939	788	796	463	505	740	868	1125	344	409	1250	156	846	818
"ALDH1A1_3"	"ALDH1A1"	1249	1450	889	699	485	646	561	591	1927	1037	1024	2439	1284	1410	761
"ALDH1A1_4"	"ALDH1A1"	1065	1103	798	602	474	539	413	438	2846	646	698	2030	960	1486	416
"ALDH1A1_5"	"ALDH1A1"	1291	1244	735	552	331	413	447	439	2080	830	998	2229	3214	1512	1211
"ALDH1A1_6"	"ALDH1A1"	1535	1460	2848	1583	1194	1345	1311	1786	1773	1536	1642	1448	570	561	634
"ALDH1A1_7"	"ALDH1A1"	624	610	191	216	172	120	144	137	375	411	491	312	166	464	713
"ALDH1A1_8"	"ALDH1A1"	1718	1624	2189	1355	816	885	1550	1269	2817	1573	2336	1451	44	680	1131
"ALDH1A3_1"	"ALDH1A3"	413	389	652	395	404	465	400	466	501	375	256	441	237	235	99
"ALDH1A3_10"	"ALDH1A3"	1077	1034	1964	1370	1098	1066	1222	1379	2383	1019	1153	1068	40	692	611
"ALDH1A3_2"	"ALDH1A3"	779	828	741	486	395	237	595	582	486	190	186	530	3032	1184	394
"ALDH1A3_4"	"ALDH1A3"	1152	1258	1149	702	588	482	612	536	2688	755	517	803	476	618	637
"ALDH1A3_8"	"ALDH1A3"	1889	2116	3346	2223	1447	1977	2067	2293	2301	915	894	1074	2606	2332	1598
"ALDH1A3_9"	"ALDH1A3"	1449	1251	2508	1269	1093	884	1343	1567	1957	1105	558	1192	1100	731	1167
"ALDH3A2_1"	"ALDH3A2"	1950	2168	1593	1050	1096	883	1017	832	1501	1755	1316	1436	3412	3491	2157
"ALDH3A2_3"	"ALDH3A2"	1400	1588	929	715	566	536	654	821	2110	2495	2258	3582	3155	1129	998
"ALDH3A2_4"	"ALDH3A2"	940	919	1105	641	558	611	811	763	2293	871	1126	866	359	804	881
"ALDH3A2_5"	"ALDH3A2"	1196	1248	3428	1880	1177	1262	2212	2219	828	403	524	500	867	807	1260
"ALDH3A2_6"	"ALDH3A2"	671	829	848	405	309	388	371	378	2729	642	493	1907	54	1017	410
"ALDH3A2_7"	"ALDH3A2"	1143	1030	868	468	372	665	314	446	1636	770	271	1384	606	1844	820
"ALDH7A1_1"	"ALDH7A1"	1361	1422	1857	1163	985	656	1172	1141	2786	2017	2009	2056	609	1706	675
"ALDH7A1_14"	"ALDH7A1"	120	137	65	179	230	47	50	20	10	32	49	340	1388	247	142
"ALDH7A1_16"	"ALDH7A1"	1117	1287	3940	1738	1571	2538	1782	2196	3046	1309	1284	1594	184	300	151
"ALDH7A1_17"	"ALDH7A1"	1083	1271	1893	1640	1249	1327	1768	1348	1172	230	265	306	333	564	202
"ALDH7A1_4"	"ALDH7A1"	508	574	353	313	460	250	209	224	218	231	163	377	405	1464	211
"ALDH7A1_6"	"ALDH7A1"	1506	1369	2841	1470	1543	1297	1762	1784	4870	1097	1010	2803	461	891	1089
"ALDH9A1_13"	"ALDH9A1"	743	623	945	324	386	474	494	470	1408	488	204	448	189	717	288
"ALDH9A1_2"	"ALDH9A1"	1063	1007	1492	823	747	896	626	630	1116	654	238	958	1165	487	274
"ALDH9A1_4"	"ALDH9A1"	753	1097	1002	494	592	552	555	652	610	334	523	422	1856	2009	1255
"ALDH9A1_6"	"ALDH9A1"	939	933	602	454	299	448	472	561	2614	1605	1114	2325	1724	1717	515
"ALDH9A1_8"	"ALDH9A1"	1313	1263	1808	838	877	883	1419	1066	893	391	154	264	67	1011	1121
"ALDH9A1_9"	"ALDH9A1"	884	863	944	698	516	564	728	757	1448	878	900	992	35	220	895
"ALDOA_10"	"ALDOA"	124	136	73	33	43	39	43	95	0	194	21	17	4	72	0
"ALDOA_11"	"ALDOA"	353	320	309	141	73	230	150	127	397	151	107	50	20	143	387
"ALDOA_16"	"ALDOA"	483	394	486	363	627	457	408	529	986	962	565	1096	498	34	234
"ALDOA_3"	"ALDOA"	344	398	278	303	205	220	177	211	328	139	12	340	2184	134	16
"ALDOA_7"	"ALDOA"	156	97	143	67	40	115	40	85	38	50	0	11	0	60	0
"ALDOA_8"	"ALDOA"	217	197	332	189	40	280	80	159	167	79	107	37	1018	832	13
"ALDOC_11"	"ALDOC"	1147	1217	912	378	299	415	409	453	1981	1571	1137	1350	1159	2554	1140
"ALDOC_16"	"ALDOC"	1764	1773	1599	1063	1121	945	938	882	2527	1367	1358	2368	449	941	171
"ALDOC_3"	"ALDOC"	1585	1963	2354	1884	1343	1642	1552	1497	4262	2182	1694	3715	589	1128	982
"ALDOC_4"	"ALDOC"	1674	1514	1965	1526	868	1308	1780	1447	2881	1324	1157	3051	468	1088	1087
"ALDOC_8"	"ALDOC"	345	371	90	104	158	152	58	100	83	207	23	73	51	116	0
"ALDOC_9"	"ALDOC"	482	535	1144	731	458	496	531	652	655	263	97	226	503	804	189
"ALKBH1_1"	"ALKBH1"	975	871	883	551	520	538	276	333	2485	457	238	950	703	1483	1647
"ALKBH1_10"	"ALKBH1"	1138	1387	1894	945	1048	886	777	865	3505	1933	948	2455	1751	3202	2577
"ALKBH1_2"	"ALKBH1"	938	1087	1027	668	781	447	1005	672	1827	1324	3461	2827	1354	500	402
"ALKBH1_4"	"ALKBH1"	1468	1749	1778	1437	1072	1073	934	1126	2554	621	1172	1646	672	1225	489
"ALKBH1_7"	"ALKBH1"	1509	1497	2069	1200	876	1160	1033	770	1488	811	553	886	57	1111	121
"ALKBH1_8"	"ALKBH1"	1481	1564	2725	1900	1206	1106	1810	2162	2559	1066	863	1015	184	1199	2131
"ALKBH5_1"	"ALKBH5"	1744	1750	7741	5263	3591	3445	5242	6188	2628	2474	1666	2040	463	1276	1587
"ALKBH5_2"	"ALKBH5"	1079	1011	1297	1033	696	806	773	762	1658	939	482	672	866	1561	1063
"ALKBH5_5"	"ALKBH5"	1277	1432	2414	1249	1049	1518	1227	1626	3765	1822	1989	1728	1553	526	569
"ALKBH5_6"	"ALKBH5"	1757	1476	2468	1352	1141	1187	1410	1640	1402	508	800	1118	2296	925	619
"ALKBH5_7"	"ALKBH5"	971	1091	1295	1205	741	704	675	845	1316	740	436	975	1763	529	207
"ALKBH5_8"	"ALKBH5"	527	746	338	240	166	242	81	94	1228	587	218	312	133	429	710
"ALYREF_1"	"ALYREF"	557	599	302	250	142	145	265	248	2116	575	432	758	788	1578	1044
"ALYREF_10"	"ALYREF"	116	181	38	102	34	80	117	90	153	93	221	120	24	155	100
"ALYREF_12"	"ALYREF"	329	238	125	61	101	67	47	20	70	70	32	94	0	0	24
"ALYREF_20"	"ALYREF"	2075	2735	6361	4445	2188	2316	2625	2926	3526	1525	744	2347	1072	3562	1340
"ALYREF_22"	"ALYREF"	357	285	339	194	123	99	161	107	201	81	93	42	3	8	330
"ALYREF_5"	"ALYREF"	13	14	0	13	6	0	6	1	0	0	0	0	0	0	0
"ANKS1B_1"	"ANKS1B"	1495	1362	2970	1637	1415	1361	1892	1743	4650	2561	1708	3217	124	857	646
"ANKS1B_2"	"ANKS1B"	1444	1579	1343	874	638	873	636	786	3150	1448	519	1936	83	801	772
"ANKS1B_3"	"ANKS1B"	1160	1335	1388	728	706	622	644	840	2162	1692	1759	3329	234	866	543
"ANKS1B_4"	"ANKS1B"	2405	2671	4052	2270	1466	1881	1601	1854	4552	2120	2506	4462	1528	3300	2046
"ANKS1B_5"	"ANKS1B"	1053	892	1122	720	535	685	439	608	721	491	360	639	1814	1587	1006
"ANKS1B_7"	"ANKS1B"	917	1012	1044	770	490	694	901	690	1112	417	503	643	1404	1875	467
"ANP32B_1"	"ANP32B"	407	351	1846	764	585	498	808	846	406	168	192	166	4	110	523
"ANP32B_2"	"ANP32B"	740	689	1496	1020	518	696	588	603	1776	1741	1362	1147	2161	2036	404
"ANP32B_3"	"ANP32B"	1324	1418	1874	1247	679	921	1377	1447	2357	1461	814	833	385	1005	1524
"ANP32B_4"	"ANP32B"	1753	1769	3217	1990	1358	1320	1501	2094	2310	1486	896	1025	1076	1359	2711
"ANP32B_6"	"ANP32B"	2138	2090	1664	816	808	806	929	780	1909	1275	534	1176	7067	3835	8694
"ANP32B_7"	"ANP32B"	517	598	1911	1311	836	730	1673	2121	208	809	444	386	120	654	549
"ANP32E_2"	"ANP32E"	449	571	1190	897	496	663	803	868	396	251	159	42	1	121	474
"ANP32E_4"	"ANP32E"	677	665	874	293	289	298	452	409	1700	634	508	742	68	436	34
"ANP32E_5"	"ANP32E"	1713	1776	883	559	342	613	365	386	2460	1145	852	1976	1886	2866	1803
"ANP32E_6"	"ANP32E"	975	963	1691	1329	747	1051	1020	1192	958	571	601	1780	292	153	701
"ANP32E_7"	"ANP32E"	2242	2546	1717	1397	973	939	1205	1069	4088	1472	2356	1963	4965	3170	4274
"ANP32E_9"	"ANP32E"	609	602	286	226	156	190	126	164	1271	402	163	591	120	1627	653
"ANXA1_1"	"ANXA1"	1686	1647	1922	1171	958	1306	1223	1348	5088	1818	1302	2661	2046	3190	2334
"ANXA1_5"	"ANXA1"	1306	1515	2275	1694	1197	1494	824	1293	1106	462	566	469	97	433	391
"ANXA1_6"	"ANXA1"	1549	1949	3222	2453	1262	1759	1426	1831	2717	1304	1491	2248	537	954	1603
"ANXA1_7"	"ANXA1"	1050	1026	1364	764	800	659	693	649	3329	1728	3309	3696	992	360	687
"ANXA1_8"	"ANXA1"	926	889	1759	1025	908	1008	1320	843	1244	502	856	973	359	1035	453
"ANXA1_9"	"ANXA1"	1898	2167	3921	2626	1954	1993	2812	3459	4497	2517	2030	4558	69	1078	1014
"ANXA11_10"	"ANXA11"	683	656	1011	422	289	518	738	873	857	461	328	749	882	1135	1010
"ANXA11_11"	"ANXA11"	1609	1541	1595	862	674	683	630	744	1696	1060	844	1766	1998	1942	1914
"ANXA11_2"	"ANXA11"	737	1003	963	723	637	570	431	493	1965	928	577	1322	851	983	181
"ANXA11_5"	"ANXA11"	1483	1529	1271	785	779	884	780	774	2481	1433	1355	1946	263	847	486
"ANXA11_6"	"ANXA11"	1780	1923	2936	1588	1402	1693	981	1174	3018	1294	2188	1620	1791	1612	2292
"ANXA11_7"	"ANXA11"	2092	1700	3260	1826	1173	1419	1555	1700	1587	1321	355	1536	908	896	861
"ANXA2_10"	"ANXA2"	916	940	2324	1072	997	1182	1247	1372	5658	2526	1616	2676	1622	2143	922
"ANXA2_12"	"ANXA2"	1414	1274	1262	656	367	497	811	746	2017	813	934	924	315	716	1616
"ANXA2_4"	"ANXA2"	545	563	182	330	78	227	174	214	759	637	382	430	2	278	88
"ANXA2_6"	"ANXA2"	1833	2284	2491	1281	1527	1554	1110	1204	6166	4424	3266	3725	3348	1853	2055
"ANXA2_7"	"ANXA2"	370	268	61	82	68	55	86	48	0	204	6	44	2181	1724	152
"ANXA2_8"	"ANXA2"	915	1144	2150	1182	793	1246	1503	1254	3238	894	767	2353	836	901	530
"ANXA3_1"	"ANXA3"	1195	1420	1581	942	669	845	937	802	1880	926	722	1359	2207	2779	969
"ANXA3_10"	"ANXA3"	1250	1211	2313	1406	1100	1452	1186	1063	3212	1842	1743	2813	941	201	163
"ANXA3_3"	"ANXA3"	1223	1266	1769	1015	779	675	864	811	1559	725	1012	1500	52	1306	561
"ANXA3_4"	"ANXA3"	292	313	860	362	243	394	649	424	64	213	186	297	287	282	33
"ANXA3_7"	"ANXA3"	683	709	1311	830	769	618	574	544	1424	1070	750	833	61	173	659
"ANXA3_8"	"ANXA3"	849	1161	1274	752	526	599	468	611	1605	1332	800	756	814	1083	970
"ANXA4_1"	"ANXA4"	1418	1589	1480	1234	806	870	1531	1502	2326	684	1244	2551	1979	2025	1307
"ANXA4_3"	"ANXA4"	915	1142	830	469	558	469	480	466	2736	1209	666	1240	3521	2797	742
"ANXA4_4"	"ANXA4"	3005	2875	2435	2034	1086	927	1665	1677	5486	2486	2144	2901	9554	6635	3198
"ANXA4_6"	"ANXA4"	2025	2671	4310	3098	1817	2235	1804	2508	6936	2475	1505	3494	1763	3679	1369
"ANXA4_7"	"ANXA4"	2691	3412	5401	3273	2675	2592	3775	3281	1601	1322	1447	1814	5079	4623	3786
"ANXA4_8"	"ANXA4"	1667	1403	2198	1377	926	1143	980	1104	2654	1173	1200	2153	1254	2377	2759
"ANXA5_1"	"ANXA5"	855	1029	334	307	152	261	211	187	1729	450	998	1190	343	1296	2185
"ANXA5_10"	"ANXA5"	1479	1529	1549	976	763	811	775	891	1824	1023	1764	2297	1204	1428	1061
"ANXA5_2"	"ANXA5"	447	453	531	506	362	266	372	390	809	324	169	824	21	342	301
"ANXA5_7"	"ANXA5"	2284	2535	1978	1069	1314	1153	1490	1142	2775	1730	1882	1014	2322	2669	2329
"ANXA5_8"	"ANXA5"	1179	1266	1434	590	272	435	599	647	3074	751	723	946	2466	2314	1379
"ANXA5_9"	"ANXA5"	1737	1620	1236	818	690	661	631	561	5475	1816	2611	5132	2219	1870	1760
"ANXA6_1"	"ANXA6"	1239	1286	1636	1214	870	1054	581	634	3445	1092	754	1830	1716	401	86
"ANXA6_10"	"ANXA6"	2013	2677	3398	1733	1432	1554	1790	1717	5438	2402	3781	4154	1673	2493	533
"ANXA6_4"	"ANXA6"	1500	2104	3638	1796	1641	1974	2168	1862	1966	1458	713	1348	298	1459	3610
"ANXA6_5"	"ANXA6"	513	509	1055	656	400	391	516	422	570	240	501	485	6	759	395
"ANXA6_7"	"ANXA6"	1137	1422	2329	1377	896	1155	1143	1242	1386	445	541	1775	1363	1392	1099
"ANXA6_9"	"ANXA6"	931	1112	512	251	358	130	279	210	1974	1356	1049	1952	889	1200	356
"ANXA7_13"	"ANXA7"	852	925	965	570	562	563	810	874	1586	271	473	851	57	412	509
"ANXA7_3"	"ANXA7"	1016	1657	270	96	148	125	162	174	9155	2733	5853	6016	68	92	0
"ANXA7_5"	"ANXA7"	576	761	507	454	483	673	309	279	1171	284	307	801	1031	1024	497
"ANXA7_7"	"ANXA7"	1120	1184	1671	1206	1058	902	1386	1178	1677	618	405	1030	955	753	1536
"ANXA7_8"	"ANXA7"	1278	1347	1144	847	532	657	989	954	1081	709	1253	804	4462	2254	2523
"ANXA7_9"	"ANXA7"	3672	3857	5005	3294	2479	2694	2749	2661	12997	4571	4397	6755	6364	9711	6412
"AP1G1_1"	"AP1G1"	263	279	384	230	166	128	406	407	102	17	0	0	666	1263	15
"AP1G1_2"	"AP1G1"	1320	1548	1947	1106	844	838	1155	1458	2492	1132	151	1436	2115	2746	1032
"AP1G1_4"	"AP1G1"	2007	1770	4201	2577	2015	1922	2228	2462	4258	1894	1459	1256	979	490	667
"AP1G1_5"	"AP1G1"	810	918	574	332	237	265	802	551	380	333	235	625	2007	1256	2187
"AP1G1_6"	"AP1G1"	1453	2082	1151	572	743	752	705	666	3465	1004	932	1421	4169	2511	2314
"AP1G1_7"	"AP1G1"	1474	1413	2787	1531	869	1119	1253	1028	1056	1299	498	1422	6130	2661	1820
"AP1M1_1"	"AP1M1"	1013	815	759	481	467	392	556	603	846	218	505	634	1073	860	259
"AP1M1_3"	"AP1M1"	1916	2197	2163	1368	816	886	964	985	983	1231	821	1122	9061	5477	2735
"AP1M1_4"	"AP1M1"	501	406	428	326	204	164	158	207	19	112	151	324	144	857	21
"AP1M1_5"	"AP1M1"	1559	1599	2298	1465	788	949	1422	1858	1348	530	730	1317	3601	1690	2030
"AP1M1_6"	"AP1M1"	2313	2563	2656	1795	1092	1341	1710	1572	1215	1076	839	2347	13000	6439	1680
"AP1M1_7"	"AP1M1"	4344	5111	7828	5258	3281	3458	4844	5387	8751	3461	5222	6353	9591	5015	2390
"AP3M1_1"	"AP3M1"	767	843	1875	844	538	853	807	743	2048	1089	928	935	2797	2059	392
"AP3M1_2"	"AP3M1"	920	928	1276	1048	537	483	1315	1258	526	175	641	441	1102	1240	390
"AP3M1_3"	"AP3M1"	2082	2180	2669	1902	1310	1710	986	1300	2344	1384	2087	2359	4621	3164	831
"AP3M1_4"	"AP3M1"	1487	1328	1368	828	664	921	930	705	923	439	240	997	1106	1874	412
"AP3M1_6"	"AP3M1"	1155	1176	1071	845	688	629	989	912	1396	734	402	817	3060	995	647
"AP3M1_7"	"AP3M1"	661	653	569	281	349	334	436	401	841	1138	470	572	208	1172	54
"APEX1_1"	"APEX1"	1219	1259	859	365	416	355	626	478	1230	1563	1799	1594	4512	5270	966
"APEX1_2"	"APEX1"	569	731	512	316	429	270	200	162	284	582	195	896	157	836	415
"APEX1_3"	"APEX1"	1913	2195	3011	2209	1534	1823	2163	2276	2590	2332	747	2935	1706	1164	2155
"APEX1_4"	"APEX1"	1562	1429	2468	1872	1449	1768	1503	1243	1680	1012	1016	1326	910	1035	1249
"APEX1_5"	"APEX1"	2008	2222	3206	2889	1576	1443	1754	1948	7518	2263	2519	4896	1784	1436	2259
"APEX1_6"	"APEX1"	2711	3466	3513	2653	2142	1889	2483	2568	6080	3072	1568	3027	2285	3598	2654
"API5_1"	"API5"	421	435	312	387	383	229	410	321	189	449	165	365	246	751	135
"API5_3"	"API5"	1486	1728	2256	1441	1163	1024	940	1057	2643	1363	849	1425	486	1485	917
"API5_4"	"API5"	1174	1290	1245	895	527	671	686	989	1751	915	717	1483	1300	1097	807
"API5_5"	"API5"	549	537	428	454	276	293	329	482	709	597	446	810	5	247	32
"API5_7"	"API5"	988	1001	517	375	377	337	441	362	3334	1579	580	865	2303	2288	1988
"API5_8"	"API5"	454	548	486	273	172	363	335	217	301	202	224	504	59	257	141
"APMAP_27"	"APMAP"	1972	2404	2031	1548	1161	973	2050	1999	10888	8698	6003	12922	116	774	1194
"APMAP_35"	"APMAP"	377	390	606	314	278	214	270	325	108	140	247	120	17	255	105
"APMAP_37"	"APMAP"	1050	1079	2404	1192	919	866	1673	1368	1234	937	1582	650	647	904	1338
"APMAP_39"	"APMAP"	963	844	1711	1469	853	815	1567	1360	2235	747	1485	772	507	528	757
"APMAP_4"	"APMAP"	1690	1976	3329	1929	994	1565	2196	2489	4147	1917	1485	2516	2113	1014	2039
"APMAP_7"	"APMAP"	1791	1838	2317	1499	932	1104	1548	1318	1326	902	1055	1181	1779	1798	4401
"APOBEC3B_1"	"APOBEC3B"	1309	1364	798	725	319	492	565	405	1860	467	776	1408	1187	1826	1471
"APOBEC3B_2"	"APOBEC3B"	988	1120	743	238	308	212	307	333	442	456	647	714	1058	1865	1412
"APOBEC3B_3"	"APOBEC3B"	1126	1262	1911	984	624	746	697	917	1110	1077	701	1096	472	1582	318
"APOBEC3B_4"	"APOBEC3B"	1501	1392	2170	1101	837	1081	1151	1034	4765	1332	844	4177	1417	1328	644
"APOBEC3B_5"	"APOBEC3B"	1938	2030	4981	3591	1931	1721	4344	4629	2527	733	747	1011	3248	1906	2837
"APOBEC3B_6"	"APOBEC3B"	1891	1808	2577	1616	1148	1402	1271	1356	2231	1239	942	1537	1663	1569	1564
"APOBEC3F_1"	"APOBEC3F"	2096	2651	3365	1805	1119	1850	1507	1418	5824	2840	3249	3805	1213	1822	2149
"APOBEC3F_2"	"APOBEC3F"	2472	2510	4028	1800	1480	1473	1675	1959	3725	1901	2335	2423	2143	2559	2418
"APOBEC3F_3"	"APOBEC3F"	816	894	718	422	220	273	316	376	1311	1050	537	863	855	1289	278
"APOBEC3F_4"	"APOBEC3F"	1713	1824	2171	1971	1401	1262	1505	1872	3976	1421	1572	2970	759	1003	838
"APOBEC3F_5"	"APOBEC3F"	932	790	1702	1033	1045	845	1510	1438	1083	245	462	638	8	240	558
"APOBEC3F_6"	"APOBEC3F"	2504	2894	5623	2485	2169	2718	3053	3234	3786	2022	1857	2676	3191	1247	1005
"APOBEC3G_26"	"APOBEC3G"	1867	2030	2551	1501	1330	1030	1718	1752	1835	1649	890	1866	6275	3492	1281
"APOBEC3G_33"	"APOBEC3G"	1385	1407	863	509	744	703	314	270	517	369	191	374	59	785	395
"APOBEC3G_43"	"APOBEC3G"	2439	2602	5307	3722	2649	2530	2038	2661	4919	2959	3135	4496	2238	1410	1885
"APOBEC3G_44"	"APOBEC3G"	2049	2239	1934	1516	1049	1121	973	1164	2649	2317	1627	3414	3368	1704	1503
"APOBEC3G_46"	"APOBEC3G"	1153	1379	1665	1548	780	1053	1044	1019	1591	137	202	1210	367	784	908
"APOBEC3G_48"	"APOBEC3G"	1025	1137	1068	544	480	539	446	569	711	744	850	784	422	670	464
"APOE_13"	"APOE"	905	1001	2178	1387	1038	857	1179	1514	485	560	299	463	901	797	590
"APOE_16"	"APOE"	568	844	326	164	145	158	87	168	659	230	334	454	62	92	177
"APOE_2"	"APOE"	1636	1664	2214	1823	1039	1114	1496	1660	4016	1411	1516	3126	1231	1701	1081
"APOE_6"	"APOE"	1773	2117	3327	2744	2401	2510	1712	1829	4492	2538	1472	2632	238	1064	1150
"APOE_8"	"APOE"	1227	1049	1600	719	496	612	867	741	1205	945	324	532	1385	1703	287
"APOE_9"	"APOE"	4285	4740	8863	5390	4016	4650	5903	5757	5100	4461	2905	4171	3284	3773	4510
"APRT_1"	"APRT"	1841	1492	1946	1100	777	944	996	762	2582	2137	1083	2172	572	822	509
"APRT_12"	"APRT"	2913	3046	6110	4285	2625	3022	3839	3698	3651	1180	2362	3837	4061	2758	1934
"APRT_14"	"APRT"	990	1254	2079	1058	905	944	1667	1226	2128	1288	1318	1581	48	561	82
"APRT_6"	"APRT"	1695	1350	1906	1100	810	1114	1184	1346	2902	1371	1596	3053	1209	858	1026
"APRT_7"	"APRT"	894	1137	3739	2049	1551	1519	2365	2591	1766	603	916	1026	214	509	522
"APRT_8"	"APRT"	2061	2042	2693	2131	1426	1500	1637	1714	2626	1212	1063	2219	3781	2363	1351
"AQR_1"	"AQR"	117	41	87	53	26	76	72	48	202	29	0	63	1	0	0
"AQR_2"	"AQR"	273	288	200	26	41	90	23	20	281	65	269	699	9	161	8
"AQR_4"	"AQR"	540	423	548	243	188	180	241	226	1247	775	614	948	7	298	80
