"sgRNA"	"Gene"	"mito_mock_1"	"mito_mock_2"	"mito_rcVSV_1"	"mito_rcVSV_2"	"mito_hku5_1"	"mito_hku5_2"	"mito_sars2_1"	"mito_sars2_2"	"mito_mers_1"	"mito_mers_2"	"mito_t1015n_1"	"mito_t1015n_2"	"mito_emcv_1"	"mito_emcv_2"	"mito_iav_1"	"mito_iav_2"
"ACSM6_5"	"ACSM6"	447	491	253	845	808	686	845	1278	212	98	210	228	163	42	142	9
"ACSM6_6"	"ACSM6"	1561	2027	320	1124	1323	1510	968	1208	1619	757	1740	858	1177	1890	1169	258
"ACSS1_11"	"ACSS1"	1578	1967	942	2430	2096	2426	2174	1566	2158	986	1658	1852	11540	1780	2789	1468
"ACSS1_12"	"ACSS1"	225	200	34	30	121	82	164	101	157	265	167	67	14	47	485	98
"ACSS1_13"	"ACSS1"	671	707	207	488	591	678	649	658	831	233	443	571	2210	156	632	627
"ACSS1_2"	"ACSS1"	933	1236	418	1508	1203	1027	913	1080	743	513	781	800	333	610	458	3937
"ACSS1_5"	"ACSS1"	990	1187	516	1689	1450	1579	1037	922	1751	619	1799	1452	428	1564	392	36
"ACSS1_8"	"ACSS1"	642	760	330	1189	762	776	1151	712	1041	466	806	1203	612	562	564	1033
"ACSS3_14"	"ACSS3"	1795	2004	1155	3459	2353	3724	2121	2140	2468	1151	1354	1367	1868	831	1127	737
"ACSS3_3"	"ACSS3"	1537	1781	378	1216	989	1230	720	1415	3131	4831	5323	5205	1384	397	253	55
"ACSS3_5"	"ACSS3"	1652	2017	991	2473	1651	2802	2213	3026	883	910	1162	1180	2730	652	1338	2722
"ACSS3_7"	"ACSS3"	1765	2221	552	1647	2104	2374	1893	1811	2497	1823	2533	2086	1824	87	2365	6959
"ACSS3_8"	"ACSS3"	1055	1379	756	2400	1963	1650	2559	1971	2900	1475	1848	1574	3908	147	165	14
"ACSS3_9"	"ACSS3"	667	783	150	608	472	580	421	581	451	340	626	527	503	414	517	351
"ADHFE1_10"	"ADHFE1"	714	666	356	982	1351	858	1415	908	880	548	798	645	2668	1095	343	145
"ADHFE1_2"	"ADHFE1"	1222	1572	450	1155	1025	996	1136	1200	716	821	1435	877	1128	2522	4472	7092
"ADHFE1_3"	"ADHFE1"	2236	2475	877	2640	2285	2664	1739	1721	2729	1258	2238	1738	8688	1929	2455	978
"ADHFE1_4"	"ADHFE1"	1715	2049	700	2380	1681	2360	2050	2932	2123	1309	1383	1676	2139	1803	1520	1255
"ADHFE1_5"	"ADHFE1"	761	1130	532	1838	1234	1396	1196	1319	1358	407	1129	1023	56	104	414	3
"ADHFE1_9"	"ADHFE1"	1489	1735	604	1607	1613	1917	1333	1426	1783	1033	1628	978	4973	975	555	708
"ADPRHL2_1"	"ADPRHL2"	1114	1174	743	2276	1242	1666	2288	2111	569	466	612	744	1303	505	1352	15
"ADPRHL2_2"	"ADPRHL2"	2599	3046	1017	3754	2956	3874	2201	3516	3098	1670	2773	3244	9150	1851	2257	2136
"ADPRHL2_3"	"ADPRHL2"	2186	2862	886	3201	1801	2557	2101	2985	1567	1181	1897	1286	6103	1687	2311	680
"ADPRHL2_4"	"ADPRHL2"	1339	1695	978	2975	1844	2917	1706	2514	1434	721	1139	1362	1041	223	233	915
"ADPRHL2_5"	"ADPRHL2"	1304	1351	572	1497	1116	1765	1298	1369	944	1072	1149	928	6119	2559	1243	3121
"ADPRHL2_6"	"ADPRHL2"	1263	1521	748	1897	1583	1608	1341	2095	1488	532	1917	2512	2103	397	773	537
"ADPRS_1"	"ADPRS"	2739	3533	1288	3731	3277	4253	2517	2896	4348	2397	2833	2681	2824	1185	1493	4414
"ADPRS_2"	"ADPRS"	673	1123	416	1307	859	993	770	810	1244	1005	1257	1143	276	219	699	408
"ADPRS_3"	"ADPRS"	652	799	338	784	899	1081	860	1322	591	80	464	548	38	73	104	129
"ADPRS_4"	"ADPRS"	2598	3044	1017	3754	2954	3873	2201	3516	3096	1670	2773	3244	9149	1850	2257	2136
"ADPRS_5"	"ADPRS"	1337	1695	978	2974	1844	2916	1706	2512	1434	721	1139	1362	1040	223	233	915
"ADPRS_6"	"ADPRS"	1793	2160	844	2334	2308	2517	2134	1682	4056	1942	3373	2548	3601	772	358	1084
"ADSS_1"	"ADSS"	1804	2032	906	3434	2245	2454	2049	2193	2105	1659	1740	1888	3098	820	990	959
"ADSS_2"	"ADSS"	2327	2687	1080	3215	2348	3068	1947	2301	3543	1525	1859	2406	598	1093	2871	2480
"ADSS_3"	"ADSS"	479	661	349	949	542	807	1004	735	1553	548	1201	740	231	113	1212	137
"ADSS_4"	"ADSS"	786	745	315	643	889	927	354	683	1125	632	791	1381	83	42	1208	126
"ADSS_5"	"ADSS"	1449	1773	1501	4345	2842	4054	2419	2566	885	524	848	315	1682	152	510	1121
"ADSS_6"	"ADSS"	593	778	191	661	266	510	333	553	530	325	202	1085	1196	267	641	454
"ADSS2_1"	"ADSS2"	2325	2687	1080	3215	2347	3068	1946	2301	3543	1525	1859	2406	598	1093	2871	2480
"ADSS2_2"	"ADSS2"	787	745	315	643	890	927	354	683	1125	632	791	1381	83	42	1208	126
"ADSS2_3"	"ADSS2"	868	1287	513	850	1011	1020	1291	1518	972	589	491	737	2825	1700	1513	360
"ADSS2_4"	"ADSS2"	669	990	274	1048	739	925	873	1281	1156	320	413	182	319	333	1629	1786
"ADSS2_5"	"ADSS2"	1489	1752	814	2501	1874	1812	1136	1130	2756	1250	1505	1620	767	510	284	2001
"ADSS2_6"	"ADSS2"	1908	2323	763	2990	1832	2315	2044	1746	2057	1119	2186	1577	5729	1880	3578	324
"AFG1L_1"	"AFG1L"	1330	1669	616	2233	1814	1787	1304	1705	2641	1860	1814	1479	1478	1414	1612	410
"AFG1L_2"	"AFG1L"	968	1496	510	2215	1039	1155	1541	1527	1184	809	1372	1753	327	390	942	172
"AFG1L_3"	"AFG1L"	1427	1532	714	1888	1575	1972	1406	1028	1634	662	1435	1089	1191	343	6230	2205
"AFG1L_4"	"AFG1L"	3241	3767	1308	5929	3924	4415	5051	4616	3000	2105	2723	2741	1592	1555	1904	4013
"AFG1L_5"	"AFG1L"	1252	1176	726	1842	1553	1870	1684	1247	1882	494	878	1050	230	548	453	243
"AFG1L_6"	"AFG1L"	2541	2891	1308	4471	2921	3081	2666	3562	1963	1289	1542	1759	3953	517	2300	664
"AFG3L2_10"	"AFG3L2"	237	213	65	162	112	222	310	147	135	30	15	98	85	74	68	1
"AFG3L2_12"	"AFG3L2"	787	1175	513	1658	744	1063	766	1406	1066	257	925	1493	316	340	349	317
"AFG3L2_4"	"AFG3L2"	363	502	75	248	196	349	175	194	373	295	409	110	884	687	412	520
"AFG3L2_5"	"AFG3L2"	581	1000	334	1290	837	1409	1120	886	682	389	652	778	81	37	758	71
"AFG3L2_7"	"AFG3L2"	526	559	132	519	266	310	266	185	103	40	44	64	2517	224	284	676
"AFG3L2_8"	"AFG3L2"	820	955	372	1201	963	1020	704	888	382	576	519	817	197	673	1116	77
"AGK_1"	"AGK"	1143	1628	936	2746	2171	2150	1655	1774	2127	1113	1567	1960	344	783	887	557
"AGK_11"	"AGK"	500	602	115	354	199	447	396	401	915	715	713	840	3212	1526	431	270
"AGK_4"	"AGK"	475	728	83	542	380	455	250	291	728	141	121	147	70	196	577	44
"AGK_6"	"AGK"	1205	1512	835	2031	1573	1905	2200	2182	1431	500	1892	1895	1593	75	391	103
"AGK_8"	"AGK"	1227	1382	797	2361	2092	2232	1557	1867	1279	1002	1105	1143	5660	588	830	758
"AGK_9"	"AGK"	841	1022	216	567	644	1043	466	336	608	509	834	528	1556	431	861	213
"AGMAT_1"	"AGMAT"	1234	1603	708	1611	1465	1815	1089	1470	921	503	1264	758	2010	279	1037	820
"AGMAT_10"	"AGMAT"	1019	1100	635	1337	1324	1572	1193	1199	642	535	1251	1282	621	245	174	1408
"AGMAT_12"	"AGMAT"	674	874	359	775	726	714	657	1067	436	459	409	685	393	118	404	514
"AGMAT_2"	"AGMAT"	514	626	177	806	587	710	257	304	646	638	628	545	480	2261	483	783
"AGMAT_6"	"AGMAT"	1038	1402	317	1243	984	912	831	1023	1162	966	783	1012	925	482	1194	379
"AGMAT_7"	"AGMAT"	227	281	160	411	392	548	325	419	273	235	479	401	252	67	5	5
"AGTPBP1_1"	"AGTPBP1"	934	1256	526	1755	1138	1844	1013	1343	1471	713	1039	1225	3901	1251	389	1868
"AGTPBP1_3"	"AGTPBP1"	919	912	188	398	483	460	202	299	371	231	210	435	2484	240	1110	14
"AGTPBP1_4"	"AGTPBP1"	405	371	124	272	181	366	89	128	292	269	277	502	2840	98	57	17
"AGTPBP1_5"	"AGTPBP1"	782	973	412	2029	1026	1407	764	994	1425	996	1541	1316	3890	198	1908	1049
"AGTPBP1_6"	"AGTPBP1"	532	790	151	594	456	470	947	653	298	522	66	296	375	350	956	7
"AGTPBP1_7"	"AGTPBP1"	581	708	221	1112	490	773	514	856	370	120	135	795	115	554	395	38
"AGXT_15"	"AGXT"	1197	1675	785	1173	1091	1528	1334	1659	1591	1341	1297	2880	3161	1011	1682	814
"AGXT_18"	"AGXT"	1426	1633	531	2109	1964	2147	1999	2279	1629	1434	1411	1409	2988	1682	678	782
"AGXT_2"	"AGXT"	943	1380	408	1268	1012	917	924	1005	342	439	555	430	175	116	822	3272
"AGXT_21"	"AGXT"	2561	2819	1169	4191	2514	3865	2578	3049	2094	1346	1500	1687	2838	1712	2186	2102
"AGXT_7"	"AGXT"	1733	2249	1022	2945	2433	2539	2103	2873	1580	555	1533	2149	733	811	850	220
"AGXT_9"	"AGXT"	1625	1697	461	2034	1359	2764	1252	1894	4294	2216	5499	977	6543	1687	3679	1373
"AGXT2_1"	"AGXT2"	635	741	153	473	374	188	328	451	1670	477	1083	1996	3208	697	2920	1058
"AGXT2_16"	"AGXT2"	583	582	281	508	418	760	295	479	744	548	346	1317	903	243	248	336
"AGXT2_18"	"AGXT2"	768	1142	624	1999	1698	1760	1393	2329	941	660	1065	1208	116	173	1209	904
"AGXT2_21"	"AGXT2"	574	731	165	739	495	579	425	633	671	858	722	865	34	16	239	29
"AGXT2_24"	"AGXT2"	1530	1785	394	1392	1512	1323	1371	1412	1594	561	1504	1533	4566	643	771	770
"AGXT2_6"	"AGXT2"	1820	2077	601	1519	1350	1964	2087	1530	2483	1529	1787	2350	1909	621	730	20
"AIFM3_12"	"AIFM3"	1269	1175	660	1732	1414	1780	1336	1032	2013	1171	1854	1476	1947	603	640	2964
"AIFM3_13"	"AIFM3"	1286	1665	1002	2819	2043	2573	2359	2284	2515	2520	2786	2280	10668	1536	1023	2753
"AIFM3_2"	"AIFM3"	1580	2316	664	1794	1898	2294	1998	1860	2315	1632	2047	3212	5990	1663	1029	2104
"AIFM3_3"	"AIFM3"	1165	1439	478	1250	715	1455	1108	1362	958	537	1203	361	3144	2854	1043	724
"AIFM3_7"	"AIFM3"	771	877	382	1258	1145	1554	603	700	2202	1089	2751	1921	779	210	443	187
"AIFM3_9"	"AIFM3"	1936	2598	1388	3869	3135	3825	3249	3995	2370	911	2681	3916	969	1481	736	3490
"AIP_1"	"AIP"	2865	3465	1863	5218	3248	3738	3914	4483	6254	2493	3831	3665	1873	1830	1073	752
"AIP_10"	"AIP"	1410	1712	791	2760	1799	2207	1996	2314	4417	2372	2742	3347	598	28	180	823
"AIP_14"	"AIP"	3260	4075	1472	3067	2195	3174	2336	2405	8068	4122	4829	7568	6616	2088	4229	3079
"AIP_4"	"AIP"	987	1146	774	1227	1082	1371	1172	1036	1234	748	1036	1069	1936	920	732	1081
"AIP_5"	"AIP"	2784	3155	1932	5333	3673	3867	3234	3789	4834	3312	5546	4703	1002	327	1872	1575
"AIP_6"	"AIP"	3279	4330	2091	6136	5058	6187	5532	4326	6870	4018	7589	5783	3130	1429	3647	3591
"AK3_10"	"AK3"	2694	3333	644	2299	2058	2642	1849	1739	3375	1982	2210	2290	14113	2370	2560	1138
"AK3_10.1"	"AK3"	2693	3331	644	2297	2057	2642	1848	1739	3374	1982	2207	2290	14105	2369	2560	1138
"AK3_2"	"AK3"	2133	2338	2212	5273	3996	4324	3866	4543	3177	1817	2739	1957	4335	1073	1215	1146
"AK3_2.1"	"AK3"	2132	2337	2212	5272	3995	4324	3866	4543	3177	1817	2738	1957	4333	1073	1215	1146
"AK3_5"	"AK3"	2460	2993	1395	3979	2762	3182	4229	3825	2874	1130	2084	1936	1676	557	706	729
"AK3_5.1"	"AK3"	2456	2992	1395	3978	2758	3181	4228	3825	2874	1130	2084	1936	1676	557	706	729
"AK3_7"	"AK3"	1823	2044	714	1848	1427	1536	1153	1951	1748	1392	933	1460	5447	1833	826	564
"AK3_7.1"	"AK3"	1823	2043	714	1846	1427	1536	1153	1951	1748	1392	933	1460	5447	1831	826	564
"AK3_8"	"AK3"	3286	4050	2051	5418	4660	4858	5293	5379	3987	2681	3774	4074	6848	1222	4194	1805
"AK3_8.1"	"AK3"	3285	4050	2051	5414	4657	4858	5291	5377	3985	2681	3772	4074	6847	1222	4193	1805
"AK3_9"	"AK3"	2913	3740	1491	4398	3770	5338	3671	3265	2228	2143	2110	2480	4417	793	3926	1690
"AK3_9.1"	"AK3"	2912	3737	1491	4396	3765	5335	3671	3264	2226	2143	2110	2480	4415	793	3926	1690
"AK4_1"	"AK4"	866	1159	248	715	781	1012	716	714	1387	604	527	747	2715	620	1128	1040
"AK4_12"	"AK4"	466	636	154	388	722	711	274	318	292	450	438	359	3801	981	322	66
"AK4_2"	"AK4"	332	242	37	136	71	198	84	123	137	241	221	62	8	78	14	183
"AK4_4"	"AK4"	1175	1679	833	2374	2157	1675	1908	1731	2095	1151	1285	1914	3709	2645	857	746
"AK4_6"	"AK4"	1260	1476	444	1202	1240	1229	918	1088	890	595	1333	1320	3627	725	1133	3604
"AK4_8"	"AK4"	338	473	117	567	309	363	343	233	537	192	103	500	178	128	59	9
"AK6_1"	"AK6"	770	863	177	808	458	773	423	284	126	92	22	326	3	109	400	204
"AK6_2"	"AK6"	238	220	37	96	145	108	89	8	108	93	147	50	469	168	143	3
"AK6_3"	"AK6"	128	234	50	175	146	145	44	229	80	4	34	33	28	34	153	0
"AK6_4"	"AK6"	126	123	27	66	82	50	31	30	19	67	158	0	49	70	151	1
"AK6_6"	"AK6"	552	565	217	594	643	531	335	420	312	30	131	119	12	196	110	210
"AK6_7"	"AK6"	156	274	112	349	228	563	280	387	77	75	48	273	0	0	2	287
"AKAP1_10"	"AKAP1"	787	1029	316	1051	816	984	721	904	1148	526	657	1103	1975	283	1030	14
"AKAP1_17"	"AKAP1"	1144	1072	343	1437	1000	1473	925	984	533	294	344	193	1312	188	721	245
"AKAP1_18"	"AKAP1"	986	1104	389	1648	918	1071	1287	931	847	481	622	878	7457	1233	1465	3495
"AKAP1_27"	"AKAP1"	2277	2439	1494	5753	3801	4846	3668	3694	1767	783	1612	2113	12488	1614	7624	4660
"AKAP1_28"	"AKAP1"	764	849	330	963	866	1023	893	752	898	236	664	691	1677	554	1324	302
"AKAP1_34"	"AKAP1"	649	841	302	1061	906	1151	974	854	517	711	1417	421	15	460	370	1220
"AKAP10_1"	"AKAP10"	920	829	253	627	530	837	627	619	1649	892	1462	1575	1310	341	925	360
"AKAP10_2"	"AKAP10"	825	801	154	924	524	580	555	821	729	237	710	731	2030	169	333	18
"AKAP10_3"	"AKAP10"	1863	2206	1256	3758	2365	3046	2626	3467	1582	1509	2020	1389	974	159	2964	866
"AKAP10_4"	"AKAP10"	922	1306	368	1697	1322	1390	1214	1227	490	361	706	630	317	138	1224	82
"AKAP10_5"	"AKAP10"	1624	1663	959	2402	2068	2003	2093	3449	1798	1044	1521	1927	927	448	450	1380
"AKAP10_6"	"AKAP10"	1280	1559	439	1304	1094	1472	971	1382	1282	638	1044	946	2286	446	736	6
"AKR1B15_1"	"AKR1B15"	1488	1778	676	1375	1371	2437	1458	1352	941	608	1341	612	828	359	1452	174
"AKR1B15_2"	"AKR1B15"	879	1183	154	561	380	450	489	257	844	336	955	922	1000	756	1823	621
"AKR1B15_3"	"AKR1B15"	1046	904	737	2400	1062	1156	1591	1149	525	331	820	522	744	270	792	481
"AKR1B15_4"	"AKR1B15"	905	868	244	934	1106	1049	696	455	1350	1152	857	1055	839	446	634	201
"AKR1B15_5"	"AKR1B15"	833	1052	344	1119	1064	1266	945	522	832	975	867	762	1347	316	850	1151
"AKR1B15_6"	"AKR1B15"	1945	2176	2128	5313	3498	4161	4851	4025	2631	1552	1361	2116	1320	1412	922	169
"ALAS2_1"	"ALAS2"	716	965	324	778	470	712	685	498	1038	300	539	331	1048	171	309	32
"ALAS2_2"	"ALAS2"	1523	1623	884	1723	2438	2240	1754	1466	1000	921	1153	1711	1856	193	1214	480
"ALAS2_3"	"ALAS2"	608	950	162	399	514	574	140	283	384	349	420	612	659	283	390	112
"ALAS2_4"	"ALAS2"	2216	3043	1560	6780	4325	6196	4726	6286	4486	3347	4332	4197	1168	667	2828	3239
"ALAS2_5"	"ALAS2"	1208	1560	944	2047	1589	2940	2171	1953	1759	1033	1175	1527	1179	262	558	821
"ALAS2_6"	"ALAS2"	1561	1914	483	1687	1388	1758	1042	1423	1592	966	2662	1667	1642	760	913	1610
"ALDH18A1_1"	"ALDH18A1"	1083	1218	461	1225	1183	1102	945	1203	898	503	455	461	818	183	76	379
"ALDH18A1_3"	"ALDH18A1"	620	727	177	609	444	643	582	468	785	376	480	380	168	174	192	109
"ALDH18A1_4"	"ALDH18A1"	275	336	96	269	326	272	231	160	152	323	410	198	311	425	0	11
"ALDH18A1_6"	"ALDH18A1"	1298	1497	528	1680	1263	1757	1316	1110	907	764	553	722	4359	234	847	2306
"ALDH18A1_8"	"ALDH18A1"	2385	2824	1022	3235	2237	3401	2584	4065	1391	658	588	806	4166	706	2543	4044
"ALDH18A1_9"	"ALDH18A1"	456	702	237	955	882	1143	407	641	1863	250	1096	1263	16	390	297	139
"ALDH1L2_10"	"ALDH1L2"	959	1359	585	1273	1228	1441	852	1405	1241	553	909	1503	630	180	517	176
"ALDH1L2_12"	"ALDH1L2"	512	584	235	512	505	645	509	320	805	603	511	594	786	269	365	925
"ALDH1L2_13"	"ALDH1L2"	1049	1360	635	1732	1116	1543	1867	2004	411	193	265	461	349	782	1303	50
"ALDH1L2_2"	"ALDH1L2"	603	890	106	451	398	373	297	162	911	375	630	1344	869	65	1302	59
"ALDH1L2_7"	"ALDH1L2"	880	958	435	1434	1225	1107	1113	696	1042	537	695	525	183	659	1000	174
"ALDH1L2_8"	"ALDH1L2"	1644	1791	747	2253	1280	2099	1912	1975	1727	1176	1351	1316	475	1739	1075	2403
"ALDH2_10"	"ALDH2"	2149	2628	1690	4201	3692	4228	3494	3754	2709	2181	3436	3033	2481	1700	1319	505
"ALDH2_12"	"ALDH2"	990	1251	349	1299	981	1073	781	609	1481	618	931	776	2579	1922	1196	4467
"ALDH2_16"	"ALDH2"	504	473	148	234	249	285	179	279	190	406	116	297	2497	261	964	10
"ALDH2_21"	"ALDH2"	1346	1330	954	3548	2664	3047	1740	2641	958	420	617	1276	2284	875	1618	3024
"ALDH2_5"	"ALDH2"	1554	1723	1124	3237	1777	3435	3200	3461	3765	1978	2547	3930	4059	599	1688	1924
"ALDH2_9"	"ALDH2"	1361	1366	698	2509	1242	1820	1821	1813	1074	1080	1590	1048	3201	1609	2265	2080
"ALDH5A1_1"	"ALDH5A1"	1497	2025	840	2006	1952	2234	2124	2106	2807	1748	2474	2373	3143	797	683	1157
"ALDH5A1_12"	"ALDH5A1"	1579	2157	534	2545	1645	1640	1583	1141	4939	3447	5073	5373	1284	783	796	1077
"ALDH5A1_13"	"ALDH5A1"	1195	1614	461	1483	1239	1582	1351	1142	748	515	450	478	626	411	2010	1178
"ALDH5A1_3"	"ALDH5A1"	1387	1779	725	2197	2186	1591	1749	1819	1933	912	1424	944	561	1010	167	271
"ALDH5A1_8"	"ALDH5A1"	1131	1416	320	1033	862	1044	962	1311	1650	1686	1552	1127	190	276	1417	394
"ALDH5A1_9"	"ALDH5A1"	1566	1692	730	2761	1854	2160	1925	2767	2055	1065	2080	1972	3276	987	814	2383
"ALDH6A1_1"	"ALDH6A1"	1225	2063	883	1463	1295	1983	902	1150	1742	684	1368	2086	5523	1335	1239	686
"ALDH6A1_10"	"ALDH6A1"	689	1041	331	707	892	959	502	1151	808	482	457	631	86	383	810	103
"ALDH6A1_2"	"ALDH6A1"	1212	1260	331	1616	971	1119	1047	1031	1115	622	766	1198	839	59	340	531
"ALDH6A1_3"	"ALDH6A1"	596	517	241	609	670	929	475	732	493	388	280	402	105	42	149	13
"ALDH6A1_6"	"ALDH6A1"	576	717	286	547	730	747	417	539	1106	455	1196	710	83	66	12	254
"ALDH6A1_7"	"ALDH6A1"	1607	2230	573	1461	1283	2166	1912	1902	3380	1197	1821	1273	3041	1551	1477	1755
"ALDH7A1_1"	"ALDH7A1"	823	1016	110	394	786	545	322	188	654	238	651	781	1446	223	291	10
"ALDH7A1_14"	"ALDH7A1"	144	359	68	205	285	301	418	207	143	108	88	38	324	67	0	0
"ALDH7A1_16"	"ALDH7A1"	959	1200	458	1700	1241	1439	1242	945	2176	1219	1488	1155	2810	311	1184	1078
"ALDH7A1_17"	"ALDH7A1"	790	874	269	1095	798	895	734	663	701	660	2000	1600	217	236	1155	773
"ALDH7A1_4"	"ALDH7A1"	1096	1110	345	966	929	1256	708	926	884	479	646	1250	2479	653	1571	1707
"ALDH7A1_6"	"ALDH7A1"	773	862	360	1455	544	747	827	810	637	484	631	773	2049	78	330	277
"ALKBH1_1"	"ALKBH1"	998	1410	608	1850	2061	1842	2089	1607	2470	1127	1018	1307	1843	333	1152	669
"ALKBH1_10"	"ALKBH1"	406	485	93	902	497	699	655	1041	1771	238	474	1172	55	21	19	281
"ALKBH1_2"	"ALKBH1"	776	836	199	790	514	647	388	630	371	425	422	349	3979	286	479	219
"ALKBH1_4"	"ALKBH1"	1278	1366	574	2074	1547	1609	1354	1571	1605	593	1668	367	2096	636	388	1057
"ALKBH1_7"	"ALKBH1"	1096	1415	825	2158	1773	2312	1818	2693	1164	801	770	1413	973	77	756	48
"ALKBH1_8"	"ALKBH1"	1071	1238	374	786	685	725	745	782	1265	493	1548	1888	2279	504	481	1425
"AMACR_12"	"AMACR"	2072	2924	1148	4242	2710	3853	2603	3185	1022	703	701	1276	5787	928	3673	1439
"AMACR_13"	"AMACR"	2483	2889	1017	2892	1947	2881	2328	2692	5468	2933	4999	4124	6048	2750	902	1115
"AMACR_16"	"AMACR"	1062	1319	639	1989	1412	1448	1374	1327	1414	913	1096	942	1540	563	870	41
"AMACR_17"	"AMACR"	690	632	387	876	734	775	828	1002	286	213	280	481	1134	385	1346	76
"AMACR_4"	"AMACR"	1346	1457	492	2153	1187	1869	1245	1124	1424	922	1193	634	970	818	1499	267
"AMACR_8"	"AMACR"	766	1196	724	1599	1462	1648	1245	1212	720	516	878	1394	661	1600	1158	1366
"ANK2_11"	"ANK2"	1632	1851	829	2744	2382	2831	1987	2122	2694	1508	2511	1715	2224	623	2018	2496
"ANK2_2"	"ANK2"	1089	1267	814	1633	1739	1534	1424	1971	1989	1279	1768	1508	1392	528	721	891
"ANK2_4"	"ANK2"	1422	1600	682	2072	1936	2336	2089	2200	2178	913	905	1268	722	175	728	403
"ANK2_7"	"ANK2"	412	264	161	323	289	431	301	276	395	138	259	519	630	100	44	7
"ANK2_8"	"ANK2"	1090	1346	355	1233	1190	1170	1023	1252	3449	1662	2267	3918	1504	719	763	25
"ANK2_9"	"ANK2"	1336	1436	417	1295	974	1642	1267	1197	1863	1493	2154	1139	10235	3579	1675	1221
"ANTKMT_1"	"ANTKMT"	1479	1977	1255	3911	2094	2888	3769	3510	1123	714	908	1672	1245	454	2236	1461
"ANTKMT_2"	"ANTKMT"	1213	1572	830	1910	1556	1899	1562	1810	852	546	1214	936	165	373	391	828
"ANTKMT_3"	"ANTKMT"	3996	4783	1681	4161	4165	4790	3418	4322	5138	2731	5324	3878	8054	2097	2137	5518
"ANTKMT_4"	"ANTKMT"	2380	2836	1273	3380	2796	3505	2536	3671	1706	862	3083	1170	5987	2540	1543	3890
"ANTKMT_5"	"ANTKMT"	1310	1722	708	1874	1790	2365	1208	1226	1418	804	946	1059	8200	1589	916	106
"ANTKMT_6"	"ANTKMT"	1359	1380	338	1616	1275	1341	850	1153	977	894	810	499	1686	495	1282	969
"APC2_1"	"APC2"	796	1034	763	2277	1327	2036	1669	1543	2034	1340	1540	1217	5889	439	864	884
"APC2_14"	"APC2"	1556	1867	876	1827	1653	2345	1701	2144	2181	884	1560	1323	3614	1082	872	1881
"APC2_19"	"APC2"	1431	1743	639	1773	1882	1870	1055	1483	1630	958	1842	2013	929	1281	699	1908
"APC2_21"	"APC2"	1605	1737	822	2171	1766	2193	2845	2234	1675	1080	1422	1443	1420	426	1052	166
"APC2_5"	"APC2"	1732	1770	762	2857	1870	2195	1462	1224	1626	811	1019	900	4024	1208	1493	1755
"APC2_8"	"APC2"	624	588	109	348	378	275	295	379	283	154	148	353	3193	1194	2	662
"APEX1_1"	"APEX1"	1399	1453	361	1577	1074	1309	1246	904	1635	507	1270	687	278	473	703	380
"APEX1_2"	"APEX1"	596	879	331	819	592	742	813	1027	389	123	380	187	20	119	140	144
"APEX1_3"	"APEX1"	1642	1983	529	1528	1422	1728	1353	1609	1867	630	1768	1626	2976	230	994	61
"APEX1_4"	"APEX1"	1326	1480	313	1318	837	1632	883	899	884	639	914	1288	11219	3275	2898	1391
"APEX1_5"	"APEX1"	1273	2020	562	1964	1304	2212	1538	1689	1386	545	935	1452	7535	1681	9220	13405
"APEX1_6"	"APEX1"	1907	2226	797	2939	2160	2513	2265	2892	3143	1134	3187	2327	1797	707	527	910
"APEX2_1"	"APEX2"	2189	2962	1075	3756	2859	3344	2260	2459	2748	1715	2381	1479	2096	1402	1254	569
"APEX2_2"	"APEX2"	1239	1308	423	1256	1108	994	1058	1065	2167	1683	2184	2877	696	710	1334	6543
"APEX2_3"	"APEX2"	1637	1839	643	1761	1298	1665	1552	1983	1536	1269	1072	1116	3688	1198	486	582
"APEX2_4"	"APEX2"	1163	1066	360	1247	806	997	632	1230	1029	579	681	862	3019	676	783	398
"APEX2_6"	"APEX2"	1114	1236	589	1555	1245	1450	1799	1789	1261	355	796	554	3560	232	1070	1067
"APEX2_7"	"APEX2"	658	1007	173	587	553	731	419	474	992	327	738	446	258	221	260	732
"APOOL_11"	"APOOL"	871	998	552	1518	1426	1160	1278	1605	1280	713	1266	1387	271	335	689	44
"APOOL_13"	"APOOL"	663	649	563	1846	706	1359	1152	1553	1532	660	637	1406	185	145	10	237
"APOOL_2"	"APOOL"	286	243	336	689	290	481	453	424	181	17	245	366	320	181	305	450
"APOOL_4"	"APOOL"	797	922	484	1686	1074	1147	1249	2268	571	300	409	589	8	36	46	233
"APOOL_5"	"APOOL"	913	1247	357	975	857	868	1123	1215	890	842	514	454	503	996	1647	2992
"APOOL_7"	"APOOL"	1170	1367	301	840	703	877	843	634	3108	1445	1718	1824	981	312	461	24
"APOPT1_1"	"APOPT1"	1318	1621	966	3071	2224	2877	2107	1766	1227	880	1056	1082	4632	1421	847	857
"APOPT1_2"	"APOPT1"	794	1021	448	1619	1424	1947	1383	1480	1880	740	1429	638	570	197	319	147
"APOPT1_3"	"APOPT1"	529	851	196	711	844	586	566	508	536	336	494	314	532	30	320	3
"APOPT1_4"	"APOPT1"	624	609	171	623	331	665	653	783	352	240	491	717	1858	201	1397	328
"APOPT1_5"	"APOPT1"	1214	1537	508	1838	1184	1519	1690	1831	2182	870	1804	1104	5523	36	969	1750
"APOPT1_6"	"APOPT1"	966	1082	216	556	495	852	588	465	1669	717	642	897	2898	467	747	150
